,id,score,response,cand,question,knowledge_ans,knowledge,label
995,479,1.0,i love reading . it ' s a process of decoding symbols to construct or derive meaning .,symbols,Reading is a process of decoding what to construct meaning?,symbols,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).",0
996,479,1.0,i love reading . it ' s a process of decoding symbols to construct or derive meaning .,meaning,Reading is a process of decoding symbols to construct what?,meaning,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).",0
997,480,1.0,blue lies between violet and green on the spectrum of visible light,violet,Blue lies between what color and green on the visible spectrum?,violet,It lies between violet and green on the spectrum of visible light.,0
998,480,1.0,blue lies between violet and green on the spectrum of visible light,the spectrum,Blue lies between violet and green on what part of visible light?,the spectrum,It lies between violet and green on the spectrum of visible light.,0
999,480,1.0,blue lies between violet and green on the spectrum of visible light,visible light,Blue lies between violet and green on the spectrum of what?,visible light,It lies between violet and green on the spectrum of visible light.,0
1000,481,1.0,"i haven ' t , but i know it ' s a nordic island country in the north atlantic ocean .",north atlantic ocean,Where is Iceland located?,north atlantic ocean,"Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.",0
1001,481,1.0,"i haven ' t , but i know it ' s a nordic island country in the north atlantic ocean .",the north atlantic ocean,Where is Iceland located?,north atlantic ocean,"Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.",0
1002,482,0.28571428571428575,"i ' m not sure , but it grossed more than 211 million dollars .",more than 211 million dollars,How much money did the movie make?,$84 million,"The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.",0
1003,483,1.0,"i ' m not sure , but i do know that it was created in the netherlands .",netherlands,Where is it thought to have been created?,the netherlands,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",0
1004,483,1.0,"i ' m not sure , but i do know that it was created in the netherlands .",the netherlands,Where is it thought to have been created?,the netherlands,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",0
1005,484,1.0,"i ' m not sure , but i do know that the film was produced by $ 200 million .",$ 200 million,How much money was spent on the film?,$200 million,"It was the most expensive film ever made at the time, with a production budget of $200 million.",0
1006,485,1.0,"i ' m not sure , but i do know that it was formed in 1994 .",1994,In what year was it formed?,1994,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",0
1007,486,1.0,they are an american rock band formed in 1965 in california .,american,What is the nationality of the band?,american,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",0
1008,486,1.0,they are an american rock band formed in 1965 in california .,1965,When was the band formed?,1965,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",0
1009,486,0.5,they are an american rock band formed in 1965 in california .,california,Where was the band formed?,"palo alto, california","The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",0
1010,486,0.0,they are an american rock band formed in 1965 in california .,they,What is the name of the band that was formed in 1965?,the grateful dead,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",0
1011,487,1.0,"yes , it is an american animated sitcom created by matt groening .",american,What is the nationality of the show?,american,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,0
1012,487,0.0,"yes , it is an american animated sitcom created by matt groening .",matt groening,Who created American Idol?,[CLS],The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,0
1013,487,0.0,"yes , it is an american animated sitcom created by matt groening .",an american animated sitcom,What is it called?,the simpsons,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,0
1014,488,0.0,"i don ' t know , but i do know that the definition of marriage varies around the world .",the definition,What does marriage vary around the world?,between cultures and between religions,"The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.",0
1015,488,1.0,"i don ' t know , but i do know that the definition of marriage varies around the world .",the world,The definition of marriage varies around what?,the world,"The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.",0
