,id,score,response,cand,question,knowledge_ans,knowledge,label
1099,516,0.5,do you like taylor swift ? she was born in 1989 .,1989,When was Taylor Swift born?,"december 13, 1989","Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.",0
1100,516,0.8,do you like taylor swift ? she was born in 1989 .,taylor swift,Who was born in 1989?,taylor alison swift,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.",0
1101,517,1.0,"i ' m not sure when it was established , but it ' s been around since 1881",1881,In what year was it established?,1881,"ARC was established in Washington, D.C. on May 21, 1881, by Clara Barton.",0
1102,518,0.0,"yes , it is governed by fifa and it is a world cup every 4 years .",fifa,Who governs the world cup?,[CLS],"Association football is governed internationally by the International Federation of Association Football (FIFA; ), which organises World Cups for both men and women every four years.",0
1103,518,0.5,"yes , it is governed by fifa and it is a world cup every 4 years .",a world cup,What does fifa govern every 4 years?,world cups,"Association football is governed internationally by the International Federation of Association Football (FIFA; ), which organises World Cups for both men and women every four years.",0
1104,519,-1.0,i love steak too ! it ' s one of my favorite cuts of meat .,NO_Q,NO_Q,NO_Q,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",0
1105,520,0.6666666666666666,have you ever played overwatch ? it came out in 2016 .,2016,When did Overwatch come out?,may 2016,"It was released in May 2016 for Windows, PlayStation 4, and Xbox One.",0
1106,520,0.0,have you ever played overwatch ? it came out in 2016 .,overwatch,What game was released in 2016?,[CLS],"It was released in May 2016 for Windows, PlayStation 4, and Xbox One.",0
1107,521,0.0,"i ' m not sure , but there are over 45 , 000 species of spiders .","over 45 , 000 species",How many spiders are there?,"45,700",", at least 45,700 spider species, and 113 families have been recorded by taxonomists.",0
1108,521,0.0,"i ' m not sure , but there are over 45 , 000 species of spiders .",spiders,There are over 45 000 species of what?,[CLS],", at least 45,700 spider species, and 113 families have been recorded by taxonomists.",0
1109,522,1.0,"i ' m not sure , but i do know that they ' ve won six grammy awards !",six,How many grammy awards have they won?,six,"Red Hot Chili Peppers are one of the best-selling bands of all time with over 80 million records sold worldwide, have been nominated for sixteen Grammy Awards, of which they have won six, and are the most successful band in alternative rock radio history, currently holding the records for most number-one singles (13), most cumulative weeks at number one (85) and most top-ten songs (25) on the ""Billboard"" Alternative Songs chart.",0
1110,523,0.6666666666666666,"well , i would recommend hatha and raja yoga .",hatha,"Along with raja yoga, what type of yoga is recommended?",hatha yoga,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,0
1111,523,0.6666666666666666,"well , i would recommend hatha and raja yoga .",raja yoga,"Along with hatha, what other type of yoga is recommended?",raja,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,0
1112,524,0.8,i agree . there are so many packaged foods that contain unfamiliar ingredients .,unfamiliar ingredients,There are so many packaged foods that contain what?,unfamiliar animal ingredients,"Packaged and processed foods, such as cakes, cookies, candies, chocolate, yogurt, and marshmallows, often contain unfamiliar animal ingredients, so may be a special concern for vegetarians due to the likelihood of such additions.",0
1113,525,0.5714285714285715,"i ' m not sure about the seasons , but i know that the high latitude keeps summers chilly .",the high latitude,What keeps summers chilly?,high latitude and marine influence,"Its high latitude and marine influence keep summers chilly, with most of the archipelago having a tundra climate.",0
1114,525,1.0,"i ' m not sure about the seasons , but i know that the high latitude keeps summers chilly .",summers,What season does the high latitude keep chilly?,summers,"Its high latitude and marine influence keep summers chilly, with most of the archipelago having a tundra climate.",0
1115,526,1.0,that ' s awesome ! it ' s used to keep the customer satisfied .,the customer,What is it used to keep satisfied?,the customer,"Marketing is used to create, keep and satisfy the customer.",0
1116,527,0.0,have you ever tried yoga ? it ' s a physical mental and spiritual practice .,you,Who has tried yoga?,[CLS],"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
1117,527,0.0,have you ever tried yoga ? it ' s a physical mental and spiritual practice .,yoga,What is a physical mental and spiritual practice?,[CLS],"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
1118,527,0.888888888888889,have you ever tried yoga ? it ' s a physical mental and spiritual practice .,a physical mental and spiritual practice,What kind of practice is yoga?,"physical, mental, and spiritual","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
1119,528,0.0,the word tattow actually means to write in 18th century,18th century,When did the word tattow mean to write?,[CLS],"The word ""tattoo"", or ""tattow"" in the 18th century, is a loanword from the Polynesian word ""tatau"", meaning ""to write"".",1
1120,528,0.0,the word tattow actually means to write in 18th century,tattow,What word means to write in the 18th century?,[CLS],"The word ""tattoo"", or ""tattow"" in the 18th century, is a loanword from the Polynesian word ""tatau"", meaning ""to write"".",1
1121,529,-1.0,"i don ' t eat meat , but i do abstain from using animal products .",NO_Q,NO_Q,NO_Q,"Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.",0
1122,530,0.0,that is a good point . purple was also worn by romans magistrates .,romans,What type of magistrates wore purple?,roman,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",0
